NUMERO_FACTURA;FECHA_COMPRA;VALOR;DESCUENTO;IVA;VALOR_TOTAL;SUCURSAL_NOMBRE;SUCURSAL_CIUDAD;SUCURSUAL_DIRECCION;CORREO_CLIENTE
274109;2018-06-21;443551;37;1;9066064;Oakridge;Guérande;3006 Northfield Avenue;asalmonbw@house.gov
388727;2017-12-20;73311;34;1;9150771;6th;Margate;653 Tomscot Court;cbiggsbx@statcounter.com
850104;2018-11-27;601125;14;1;3455817;Cody;Habo;3 Mccormick Park;kjenckesby@domainmarket.com
101611;2018-03-09;671459;31;4;3032169;Anniversary;Marseille;3 Mendota Junction;tkenfordbz@nifty.com
928767;2018-07-24;610083;50;2;3185021;Blackbird;Tecka;534 Darwin Avenue;kdowsec0@usatoday.com
984065;2018-06-01;454;39;3;3361390;Porter;Sabang;42 Portage Park;rdriuttic1@nhs.uk
379731;2018-03-04;276323;4;4;1962023;Duke;A’ershan;00 Independence Terrace;ecolvillc2@google.com.hk
476049;2018-11-24;602908;6;4;6932496;Sullivan;Sendang;64 Bellgrove Place;bmiddlebrookc3@bing.com
512203;2018-03-31;36992;49;1;802676;Crownhardt;Huangcun;35399 Scott Terrace;zkisbeec4@google.com.br
983563;2018-06-08;331175;46;1;9220508;Green Ridge;Sukasada;65335 Gulseth Terrace;swilcec5@hud.gov
395308;2018-04-14;216070;28;5;2850190;Mallard;Satipo;1 Del Sol Drive;cfearneyc6@comsenz.com
318461;2018-08-09;861781;12;5;2284279;Dakota;Non Suwan;23636 Dawn Way;skinnierc7@virginia.edu
94952;2018-03-19;641902;9;3;8942063;7th;Peña Blanca;71128 Bluejay Trail;nfruishc8@amazon.co.jp
179378;2018-07-15;672973;8;2;6852165;Elmside;Paderne;8838 Loeprich Center;smadiganc9@squarespace.com
620704;2018-05-14;610781;10;3;4899988;Westridge;Thessaloníki;791 Butterfield Hill;bwellerca@123-reg.co.uk
264948;2018-08-16;730120;31;1;5102173;Truax;Caoxi;45 Novick Pass;hswatlandcb@networkadvertising.org
773895;2018-10-09;405792;29;5;9530093;Darwin;Klatakan;14 Saint Paul Point;gmcwhannelcc@msn.com
994471;2018-02-26;542696;45;2;2944518;Cascade;Putat Lor;852 Coolidge Crossing;cskiggscd@linkedin.com
433320;2018-09-05;480717;22;4;9591765;Northridge;Fontaínhas;5033 Talmadge Pass;kgoodreidce@unc.edu
132423;2018-08-03;346424;35;2;9209461;Northfield;Paraíso;0 Independence Place;jgianiellocf@uol.com.br
169248;2018-11-28;570909;34;2;3425815;Oak Valley;Sogamoso;0 Ruskin Pass;cmyttoncg@t.co
775830;2018-09-22;92941;52;5;8286379;Northridge;Azul;1 Red Cloud Crossing;plottringtonch@nps.gov
230827;2018-11-11;475404;3;2;9085289;Brentwood;Balqash;432 Atwood Junction;bbeanyci@php.net
265155;2018-10-12;163732;8;2;1051607;Lawn;Zemio;66 Basil Avenue;wpetrollicj@pbs.org
744367;2018-07-18;660658;57;4;6078219;Bobwhite;San Jose;513 Bowman Park;rrodsonck@aol.com
14148;2018-01-15;358115;31;3;2996879;Raven;Glempang Tengah;06 Kim Avenue;apobjaycl@fastcompany.com
339306;2018-11-20;967628;2;5;6940187;Rutledge;Arras;9997 Trailsway Parkway;athickcm@mit.edu
523774;2018-01-28;952857;20;3;2183143;Loeprich;Đắk Hà;8 Sycamore Road;bgilliscn@xing.com
479631;2018-03-03;477030;47;1;4480970;Sugar;Zhudian;3 Bluejay Lane;vbuttressco@dagondesign.com
112565;2018-07-18;272581;15;2;3664450;Hollow Ridge;Stara Pazova;57 Mendota Pass;gchadwellcp@pbs.org
728781;2018-04-19;574340;53;5;4872421;Colorado;Štitar;38 Shopko Court;cwoodallcq@gnu.org
53418;2018-03-05;490279;17;5;4792086;Vermont;Shuishiying;545 Farragut Avenue;flochcr@umn.edu
917085;2018-10-05;685921;8;1;3973847;Almo;Emmaboda;84779 Nova Way;jmacalpynecs@ihg.com
84082;2018-09-08;177148;9;4;7000018;East;Siedliska;9 Bartillon Alley;fsherrellct@usa.gov
710993;2018-10-10;688772;7;1;3609803;High Crossing;Jalal-Abad;0 Bashford Terrace;kcleworthcu@usnews.com
786465;2017-12-13;301801;51;5;8478085;Twin Pines;Kure;7 Glacier Hill Hill;lduckerincv@cbslocal.com
752179;2018-03-26;572121;22;4;4941062;Bowman;Nickby;79131 Armistice Junction;mwifflercw@xing.com
962408;2018-11-10;988712;43;3;1800517;Northfield;Houxiang;1 Gina Street;ldjoreviccx@hibu.com
264672;2018-04-13;236413;16;1;3826186;Golf View;Outapi;461 Burrows Parkway;astoniercy@google.de
138324;2018-06-19;11544;24;4;1360074;Delaware;San Marcos de Colón;9 Maple Wood Terrace;gminotcz@nasa.gov
422376;2018-11-16;873990;35;4;8547103;Pine View;Siva;5 Glacier Hill Drive;nperciferd0@live.com
613112;2018-08-25;175221;2;4;9257102;Sachs;Bastia;92353 Anhalt Street;abouchd1@usda.gov
852495;2017-12-13;580343;34;3;177033;Moulton;Khanāşir;7961 Debra Drive;esampeyd2@over-blog.com
642811;2018-10-03;790919;11;3;9152401;Bunting;Misau;1 Stang Park;nkeuned3@paginegialle.it
750733;2018-07-29;665176;12;1;9317660;Rusk;Shuangxikou;09 Pankratz Road;rlindemannd4@jigsy.com
756831;2018-06-25;800222;49;3;3060204;Basil;Qümong;7667 Melby Avenue;osturmand5@google.ru
261851;2018-01-14;942767;47;3;5554944;Lighthouse Bay;Tangzi;65 Morningstar Pass;phourihaned6@hostgator.com
422534;2017-12-03;941150;39;4;2370750;Tennyson;Świecie nad Osą;460 Tomscot Alley;sdugod7@hc360.com
134894;2018-05-28;912530;57;2;5620711;Paget;Orange;241 Schmedeman Circle;llillod8@amazon.de
416241;2018-11-06;426216;47;1;1788863;Ruskin;Chegang;1 Acker Circle;gdracksfordd9@over-blog.com
483941;2018-10-09;545147;47;2;50774;Judy;Partille;18323 Myrtle Crossing;nmalsherda@abc.net.au
451783;2018-10-07;543550;22;5;539834;Maple;Chaparral;752 Del Sol Center;pmccolleydb@phpbb.com
920926;2018-10-08;786195;53;5;5242307;Nevada;Farranacoush;468 Pierstorff Avenue;stweddelldc@tiny.cc
907900;2018-10-05;178434;34;4;3262018;Rowland;Ficksburg;06646 Tennyson Avenue;rbarstockdd@patch.com
959616;2018-06-21;829090;43;4;1668503;Upham;Dasheng;2973 Nevada Center;yyakoboviczde@uiuc.edu
175161;2018-03-30;519876;4;2;5844203;Rigney;Trzebnica;996 Gina Lane;dfooksdf@shareasale.com
47967;2018-08-13;792872;34;1;7379958;Anthes;Karawatu;9 Thompson Place;ayackiminiedg@printfriendly.com
526145;2018-05-14;223760;32;2;126390;Sunfield;Raciążek;89173 Arrowood Trail;kdelahuntydh@naver.com
557635;2018-02-17;518274;34;3;9241052;Forest Run;Church End;97722 Colorado Street;clinkindi@ed.gov
52416;2018-06-29;286076;27;3;9983104;Troy;New York City;6 Bay Drive;aoakenforddj@chronoengine.com
681033;2018-06-28;406663;57;1;5352092;Straubel;Subkowy;6113 Ruskin Road;babbottsdk@home.pl
311325;2018-03-02;263170;54;4;5985000;Cottonwood;Kozyatyn;68 Loomis Lane;kcabottodl@usda.gov
544785;2018-01-10;546540;16;2;6455147;Nelson;Firá;31150 Pankratz Point;lbrunottidm@lycos.com
269867;2017-12-31;355835;22;5;8002328;Amoth;Belyye Stolby;3467 Riverside Street;dholworthdn@marketwatch.com
176262;2018-04-01;38043;18;1;4269849;Magdeline;Bègles;6638 Claremont Lane;djeduchdo@sphinn.com
126736;2018-08-12;193576;59;1;496877;Rigney;Dacheng;83535 Myrtle Crossing;mmartinidp@marriott.com
78917;2018-08-15;542409;42;1;6902993;Fremont;Qingshui;80 Hoard Terrace;fsnaddendq@wikipedia.org
260245;2018-10-11;417629;41;5;284983;Mallory;Magdalena;742 New Castle Road;lollierdr@ezinearticles.com
795096;2018-04-07;737010;48;3;4740051;Monument;San Antonio;81705 Susan Park;ggaulerds@spiegel.de
787361;2018-02-15;661974;17;2;6273079;Myrtle;Bununu Dass;13 Moland Place;aorangedt@japanpost.jp
67362;2017-12-03;176675;11;1;4110223;Pond;Tayuan;3367 Cherokee Court;godyvoiedu@hatena.ne.jp
168741;2017-12-09;212443;3;5;8172663;Rutledge;Munde;46993 Clarendon Plaza;chearddv@google.com.hk
912419;2018-03-28;707213;29;3;8863881;Wayridge;San José;6660 Lillian Pass;wsevittdw@histats.com
148006;2018-06-06;185850;27;3;3475997;Badeau;Puerto Castilla;717 Rigney Street;hmeredithdx@dyndns.org
384326;2018-04-26;368321;10;2;7542017;Ridge Oak;San Angelo;30 Mccormick Circle;sgrahldy@merriam-webster.com
729497;2018-07-14;624670;14;3;8898910;Elka;Berlin;729 Fordem Trail;pdebelldz@pbs.org
106030;2018-05-25;740230;3;5;8005646;Golden Leaf;Karangdalam;75 Crescent Oaks Crossing;ebricklebanke0@addthis.com
374745;2018-11-17;553065;35;2;5461394;Gulseth;Kokkinóchoma;54 7th Avenue;ysyddone1@discovery.com
729550;2018-11-16;213752;18;2;7164954;Emmet;Talun;8 Hintze Court;jpaladinie2@dyndns.org
498564;2018-04-28;245156;38;2;1587326;Bunting;Chochkan;7 Dovetail Road;awhostone3@ed.gov
290905;2018-10-02;245840;18;1;6979998;Blackbird;Thongwa;75428 Gulseth Circle;mdrakese4@posterous.com
498034;2018-08-07;502666;31;3;3448710;Basil;San Pablo;92727 7th Drive;wknappere5@deviantart.com
732577;2018-09-07;87070;37;3;5247499;Hanson;Xiyang;9066 Pleasure Trail;tnorthcotte6@fc2.com
809846;2018-01-12;28548;5;1;31314;Oxford;Monaragala;67432 Fieldstone Trail;roulete7@ft.com
125419;2018-02-14;547138;44;4;9349880;Doe Crossing;Pereval'noe;72612 Oak Valley Trail;jburghille8@redcross.org
237189;2018-08-07;821494;1;2;3805287;Fisk;Nagrog;50 Ilene Court;heville9@rediff.com
801965;2018-08-23;110232;37;2;9051664;Old Gate;Kongjiang;47 1st Trail;bbalintea@godaddy.com
516210;2018-05-21;799262;46;3;42785;Buhler;Lomintsevskiy;85125 Old Shore Court;tfrancesconieb@netvibes.com
660405;2018-09-10;306096;33;1;2060314;Dunning;Nīshābūr;51162 Park Meadow Pass;ialmeidaec@booking.com
113991;2018-11-27;98901;27;4;7226081;Boyd;San Lucas Tolimán;5 Lighthouse Bay Avenue;bbrandrethed@google.pl
200786;2018-04-28;261111;23;2;2999411;Cascade;Munka-Ljungby;00674 Straubel Center;ahenricee@columbia.edu
345383;2018-09-11;9641;15;4;3410959;Randy;Taldykorgan;99 Messerschmidt Crossing;bklichef@sohu.com
975576;2018-08-14;779804;49;4;692655;Helena;Velagići;66161 Dovetail Circle;vdemalchareg@un.org
647777;2018-08-09;737468;18;1;5200348;Fisk;Reforma;47 Moose Street;imachosteeh@cbc.ca
496470;2018-05-29;60076;29;3;8860367;Bluejay;Tomelilla;825 Steensland Alley;heffauntei@chron.com
796809;2018-09-13;854395;39;5;3169303;Waubesa;Limulan;17279 Hovde Point;jkinchleaej@theatlantic.com
663896;2018-05-22;406213;11;3;6277583;Badeau;Sedlčany;46723 North Crossing;civanonkoek@spotify.com
567343;2018-10-03;485081;55;1;9281936;Toban;Pingtang;9537 Hollow Ridge Pass;swarrackel@cnet.com
166737;2018-01-11;459077;29;5;4054977;Spaight;Fuzhou;9 Sunnyside Terrace;jsevinem@bloglovin.com
925437;2018-11-14;135090;39;2;6502048;Main;Waihi;6 Springs Road;zcaldecotten@myspace.com
461181;2018-07-02;265581;37;4;524149;Hoard;Yuza;4 Hazelcrest Circle;gcolefordeo@multiply.com
189796;2018-04-10;401256;36;4;3661543;Corscot;Lue Amnat;39 Loeprich Point;egogayep@sciencedirect.com
580630;2018-07-03;965826;55;3;2592900;Lotheville;Łyse;2729 Longview Crossing;sebbutteq@csmonitor.com
639653;2018-10-01;23490;0;3;9596245;Truax;Jetis;6 Gerald Street;hkingzether@pinterest.com
914985;2018-05-13;543364;40;3;6560207;Sugar;Zhamao;5 Browning Avenue;rcleetones@cpanel.net
995887;2018-03-30;665026;38;3;9663010;Merry;Zhovkva;740 Merry Parkway;inicklenet@miitbeian.gov.cn
869460;2018-01-13;82723;47;2;6055840;Katie;Nahiyat Ghammas;835 Orin Circle;jdreakineu@huffingtonpost.com
658694;2018-06-19;584549;44;1;7053895;Meadow Valley;Lianzhou;77930 Tony Circle;mcockerillev@wisc.edu
685900;2017-12-07;130265;35;3;2326239;Hermina;Tessalit;680 Forest Drive;iwaggittew@twitter.com
424415;2018-05-07;261208;51;4;4241392;Reindahl;Pamotan;4 Macpherson Road;jhugliex@123-reg.co.uk
248100;2018-06-29;373127;44;3;4156588;Kim;Tabinay;65517 Kim Road;mknealeey@sciencedaily.com
464667;2018-08-15;976990;13;1;5585461;Mockingbird;Bendo;98239 Talmadge Place;npackwoodez@jiathis.com
133181;2018-09-25;402330;27;4;9397428;Judy;Waimangura;08383 Green Ridge Pass;sjedrzejewiczf0@imageshack.us
871246;2018-10-01;151642;38;2;4550723;Chinook;Zagoryanskiy;5654 Dawn Road;uarguilef1@amazon.de
841426;2018-09-07;956593;48;1;368395;Hanover;Liping;45 Mcbride Lane;lzolinif2@artisteer.com
880911;2018-06-13;407337;16;1;6762290;Mesta;Donglinxi;55 Loomis Terrace;rdavorenf3@taobao.com
756703;2018-07-10;642342;15;3;9135598;International;Saint-Égrève;19 Oxford Junction;kmartenf4@oracle.com
953669;2018-11-20;605653;8;1;9127687;Tomscot;Jocotán;91292 Derek Way;vdetheridgef5@geocities.com
586118;2018-03-20;705645;29;3;4587335;Victoria;Oulad Frej;688 Walton Court;jattackf6@gov.uk
367717;2018-05-23;461772;48;5;5853766;Summit;Yuncao;5 Charing Cross Crossing;jwarrf7@tinypic.com
902637;2018-08-22;300449;49;1;1870559;Mitchell;Raša;03567 Miller Parkway;aatwelf8@themeforest.net
227615;2018-03-01;233608;20;5;4385388;Lotheville;Louis Trichardt;1 Tennessee Lane;lbennef9@jugem.jp
261224;2017-12-23;508796;27;4;4561446;Arapahoe;Kishkenekol’;57027 Burning Wood Crossing;brawlencefa@scribd.com
658025;2018-11-04;791146;53;2;6264469;Eagan;Villa Nueva;6 Nelson Parkway;risherwoodfb@vk.com
592721;2017-12-13;247283;44;3;4123946;Eagan;Skarżysko-Kamienna;4 Bowman Park;pscandrootfc@house.gov
741152;2018-05-02;300968;44;5;2711719;Fisk;Laylay;007 Toban Circle;selverstonefd@macromedia.com
71505;2018-11-30;593511;33;3;166675;International;Ljungsbro;9283 Green Ridge Lane;gjohanssenfe@theglobeandmail.com
709400;2018-07-15;385258;57;3;3478598;Eastlawn;Tayug;0 Artisan Drive;egoninff@imdb.com
406698;2018-11-29;149223;47;5;8998855;Melvin;Wuquan;12 Monument Circle;bsallansfg@japanpost.jp
784066;2018-09-02;384909;59;4;3880594;Meadow Valley;Beishan;6 Dixon Parkway;ffarfullfh@yelp.com
704775;2018-11-25;55809;18;5;8052907;Lukken;Shishi;054 International Junction;gimessonfi@hp.com
580559;2018-04-20;277362;20;5;9739546;Graedel;Tianqian;23438 Hoepker Hill;adrennanfj@loc.gov
341624;2017-12-10;268057;30;4;2297715;Warbler;Stettler;48689 Bultman Street;rwarinfk@soup.io
115087;2018-10-29;766718;26;4;2218384;Bartillon;Juan de Acosta;067 Upham Junction;sgodsilfl@ox.ac.uk
847479;2018-08-04;258486;46;1;3432106;Oak;Chaoyang;640 Linden Center;nsanzfm@psu.edu
876613;2018-11-02;888222;43;4;5887580;Eliot;Gouxaria;7182 Anzinger Court;bgiovannellifn@google.es
694237;2018-01-13;309965;42;3;7402389;Eagan;Labao;3 Straubel Hill;jabyssfo@shutterfly.com
403652;2018-06-22;444596;34;3;4470526;Melby;Ngondokandawu;16562 Melody Place;ldevinnfp@usgs.gov
323587;2018-07-06;382504;9;3;5751987;Vermont;Pont-à-Mousson;4516 Vidon Terrace;bwellingsfq@flickr.com
101005;2018-09-08;460364;43;1;257574;Sachs;Jajar;67036 Leroy Circle;ebullfr@pinterest.com
614944;2017-12-09;619703;48;3;2883829;Farragut;Girón;864 Blackbird Road;lpietraszekfs@purevolume.com
216045;2018-02-10;104386;51;3;1250302;Gina;Jindřichův Hradec;760 Claremont Parkway;bdubberft@icio.us
22993;2018-11-17;466410;15;4;1336483;Old Shore;Mingelchaur;9 Crescent Oaks Parkway;cpoggfu@tuttocitta.it
290682;2018-02-03;603005;54;2;7529961;Menomonie;Padangguci;5647 7th Lane;amccrumfv@gmpg.org
838618;2018-09-13;667235;26;4;7217447;Redwing;Vilarinho da Castanheira;15 American Circle;ecottelfw@opensource.org
702955;2018-11-01;465142;7;5;3454207;Kenwood;Slobodskoy;3472 Farragut Road;tsaphfx@stanford.edu
702708;2018-10-16;301550;33;1;9999066;American;Seixezelo;99 Golf Center;smchanfy@soup.io
151152;2017-12-24;509200;14;5;5188321;Elka;Matanzas;678 Oxford Plaza;aseneschalfz@ed.gov
565251;2018-09-04;128011;29;4;8564239;Bartillon;Bronnitsy;316 Hoepker Trail;ijanacekg0@bigcartel.com
111160;2018-05-29;273171;27;4;1980745;Saint Paul;Jargalant;2051 Sommers Terrace;wpeytong1@blinklist.com
966717;2018-07-10;61812;28;4;4089278;Hansons;Quezalguaque;74747 Merry Drive;cmapledoramg2@paginegialle.it
197011;2018-07-14;34834;29;3;60217;Saint Paul;Lamalewo;90 Jana Way;sflintoffeg3@ovh.net
789574;2018-08-27;276397;0;2;4679161;Merry;Krajan;85 Golf Lane;pslaytong4@xing.com
268149;2018-11-07;646957;47;4;9512796;Namekagon;Longquan;15020 Atwood Circle;hderringtong5@amazon.co.uk
815407;2018-09-21;403073;47;1;6664509;Acker;Yandev;168 Russell Place;hmaryang6@youku.com
929696;2018-09-16;60925;41;3;9225219;Kim;Shengmi;21 Straubel Parkway;jarnaldig7@meetup.com
561455;2018-08-27;683786;11;1;7217375;Burrows;Bolong;3 Haas Avenue;fblankenshipg8@arstechnica.com
475049;2018-08-26;52975;54;4;4605017;Miller;Khuma;51 Armistice Street;pklejnag9@cpanel.net
994337;2018-10-09;907955;52;3;4972238;Heath;Cáchira;9 Oneill Road;lsapautonga@ehow.com
87112;2017-12-05;670719;26;1;8607283;Granby;Brejoeira;58 Melvin Place;akubekgb@gravatar.com
966232;2018-05-20;177892;8;1;6121617;Cottonwood;Āq Qāyeh;65 Badeau Plaza;xjuzagc@imdb.com
869665;2018-02-14;47801;29;3;7771376;Independence;Tamanan;28 Miller Court;nstreathergd@cnbc.com
240048;2017-12-29;875610;47;2;6052127;Thierer;Marki;9065 Kipling Drive;rhebblethwaitege@usgs.gov
559677;2018-07-09;809592;35;4;8251816;Gale;Erada;70654 Oriole Alley;eocollopygf@arstechnica.com
391914;2018-02-04;333504;20;5;4610370;Randy;Tchamba;4 Delladonna Junction;mwithropgg@google.com.br
183688;2018-03-29;64412;36;3;2797450;Canary;Dno;7 Schurz Way;lvideangh@accuweather.com
800857;2018-10-16;529564;16;5;9964114;Graceland;Al Ḩīlah;62897 Carey Park;kcountergi@sphinn.com
953469;2017-12-05;27240;58;2;5343623;Roxbury;Tierp;1656 Dixon Terrace;knasongj@dot.gov
477422;2018-04-07;953146;36;2;1669078;Darwin;Sobreda;1345 Melrose Way;ccallamgk@flavors.me
94587;2018-09-21;865020;42;4;7416403;Menomonie;Sai;4 Merry Plaza;eromegl@scribd.com
841994;2018-04-01;224215;54;3;5834277;Gateway;Filimonovo;00 Ridge Oak Terrace;mdownergm@tripadvisor.com
134854;2018-05-29;172423;36;1;4707135;Cardinal;Jinhua;4 Melody Alley;bblowickgn@netlog.com
844904;2018-01-29;177971;52;5;7689979;Moulton;Aubenas;9951 Pawling Crossing;gscadgo@usda.gov
179377;2018-08-30;756016;12;3;2619300;Fairview;Thanh Nê;20 Scofield Plaza;qpesselgp@webmd.com
674354;2018-10-30;468679;38;1;2311330;Crownhardt;Novotitarovskaya;51 Grayhawk Avenue;tfarnesgq@google.ru
182003;2018-07-28;949658;28;2;7230881;Eastlawn;Uppsala;171 Porter Pass;lmacknightgr@usgs.gov
823297;2017-12-03;212567;60;4;1160783;Acker;Balite;8 Cordelia Pass;placottegs@biblegateway.com
857981;2018-01-06;740274;43;4;398369;Kipling;Vysehrad;0583 Manitowish Park;adudleygt@slideshare.net
325413;2018-06-11;645571;14;4;3349838;Duke;Enköping;0046 Spenser Drive;npetworthgu@walmart.com
867879;2018-02-24;787805;10;4;525303;Scoville;Santa Lucía;802 Transport Point;bscohiergv@blogs.com
848949;2018-04-17;687387;32;5;1019866;Delaware;Hanjia;49 Rutledge Point;zlloydwilliamsgw@china.com.cn
405470;2018-10-23;190979;29;4;5708630;Main;Štitar;243 Meadow Vale Point;hmityashevgx@tiny.cc
672885;2018-11-10;189098;7;4;2635707;Starling;Zhovkva;35111 Shasta Point;alammiegy@google.de
227697;2018-12-01;153518;35;4;4005026;Green Ridge;Babakantugu;0192 Melby Court;htapscottgz@wiley.com
984659;2018-11-17;806002;48;1;210869;Bayside;Lukovo;7333 Eagle Crest Lane;krodsonh0@exblog.jp
292675;2018-07-05;306561;27;5;4581637;Pond;Kalianda;2 Mosinee Road;isparkeh1@sohu.com
968441;2018-06-14;998856;45;4;3097393;Northport;Butigui;1086 Thompson Lane;phofh2@google.ca
512735;2018-11-01;131305;24;2;726888;Harper;Mengdong;19 Fieldstone Point;ckulickeh3@barnesandnoble.com
380239;2018-06-04;981545;7;3;907495;Thompson;Maţarah;55 Grim Trail;eizatsonh4@google.co.jp
704598;2017-12-11;958935;3;2;3042299;Golden Leaf;Berezne;26 Mallard Plaza;jthistletonh5@mapquest.com
125695;2018-01-31;6525;60;3;1581334;Green;Jrashen;8196 Manley Plaza;hgilfoyleh6@rediff.com
587016;2018-04-27;122256;19;5;8023840;Center;Igoumenítsa;4 Northview Court;lwestreyh7@smh.com.au
199791;2018-10-19;708693;37;1;3866524;Truax;Malakal;3952 Lerdahl Street;kstonebridgeh8@reuters.com
138793;2017-12-22;451870;59;3;5619804;Esker;Chaltyr;3768 Colorado Way;cyakubovicsh9@devhub.com
217090;2018-10-27;670328;0;5;9307568;Arkansas;Chechenglu;447 Eagle Crest Plaza;rrelphha@wired.com
780256;2018-04-11;682881;47;4;5059699;Quincy;Shāhpur Chākar;5572 Badeau Circle;dfatkinhb@elpais.com
481140;2018-07-20;679017;45;2;7497544;Merchant;Ngudu;0874 Bartillon Street;emacounhc@japanpost.jp
820661;2018-03-06;407515;8;2;9516278;Charing Cross;Shanmei;6 Golden Leaf Alley;ablinkhornhd@bluehost.com
165595;2018-11-23;593810;13;2;1906971;Little Fleur;Ban Phai;1 Reindahl Park;dgravesonhe@canalblog.com
554127;2018-10-25;307226;31;3;5771169;Esker;Trindade;18 Elmside Alley;zchallinorhf@bloglines.com
939786;2018-08-10;392717;43;4;6290676;Merchant;Umbuldamar;1 Lotheville Center;bloreyhg@irs.gov
455377;2018-07-02;726155;0;5;6738226;Miller;Cinyawar;133 Pawling Terrace;eextonhh@nih.gov
462769;2018-09-27;27098;17;5;232860;Stang;Xiaolukou;92 Corben Crossing;fdooneyhi@go.com
278410;2018-08-05;951362;33;5;3653904;Summit;Ivoti;80591 Straubel Hill;igiraulthj@ask.com
529826;2018-04-08;543189;38;3;2121118;Mayfield;Bytkiv;67 Towne Alley;smoranhk@delicious.com
944686;2018-05-27;40092;19;5;7762438;Anderson;Brive-la-Gaillarde;681 Talisman Parkway;rzuanazzihl@biblegateway.com
968635;2018-04-28;761810;42;4;3924433;Bluestem;Dabancheng;5 Derek Road;sroomhm@salon.com
224805;2018-02-06;425493;33;2;3520997;Logan;Bålsta;09 Brentwood Drive;garchdeaconhn@123-reg.co.uk
747044;2018-03-23;19921;43;1;2550357;Bellgrove;Shaliangzi;8 Grim Plaza;mconnikieho@sourceforge.net
151878;2017-12-11;540584;49;2;2863926;Parkside;San Rafael Oriente;63932 Dayton Court;brajcherthp@51.la
949622;2017-12-21;478545;33;2;596707;Banding;Fundación;23 Canary Plaza;kcarverhillhq@elegantthemes.com
484073;2018-07-24;120432;51;1;4013638;Spohn;Sobral;3 Farragut Lane;vjacobowitshr@webs.com
518963;2018-02-24;636160;41;2;2434152;Mallory;Owczarnia;080 Eastwood Court;csilverthornhs@china.com.cn
568850;2018-10-09;531692;51;2;8253447;Glendale;Stockholm;704 Springview Drive;vmcilwreathht@dion.ne.jp
429137;2018-11-15;52353;16;3;4118611;Cody;Rokycany;07735 Manley Point;crookeshu@e-recht24.de
687170;2018-07-30;752666;31;3;646492;3rd;Tuofeng;7 Grim Center;akeblehv@vkontakte.ru
980973;2018-06-25;241657;45;5;4116123;Kennedy;Kobyzhcha;2518 Maywood Hill;kknokhw@surveymonkey.com
171005;2018-04-24;914064;52;1;4178053;Ryan;Simpangpasir;6547 Rieder Drive;awathallhx@berkeley.edu
448671;2018-06-30;396855;31;3;3875430;West;Chornoliztsi;7 Crescent Oaks Way;rfreebernehy@homestead.com
774179;2018-12-01;390503;39;5;6244653;Rockefeller;Chahe;93303 Texas Circle;tmacinneshz@friendfeed.com
929054;2018-07-20;347779;1;2;9529614;Duke;Evansville;51 Monica Way;damberi0@seesaa.net
596389;2018-06-10;812745;21;1;1689584;Annamark;Quebradas;22 Eliot Circle;fdortoni1@nydailynews.com
152019;2018-03-10;402342;26;2;3255905;Artisan;Sokolo;34030 Katie Trail;darbucklei2@typepad.com
428445;2018-03-04;803325;32;2;6670495;Twin Pines;Xiaoruo;33937 Melody Lane;ajuberti3@bing.com
94422;2018-11-22;419777;37;1;7913790;Nova;Monino;2281 Summit Circle;mmatyatini4@techcrunch.com
461709;2018-02-05;53630;25;5;7495341;Anderson;Monticello;7 Summerview Pass;dapplini5@unicef.org
475892;2018-01-26;231633;55;3;1467125;Eliot;Nariño;8 Westend Road;cpulveri6@odnoklassniki.ru
83107;2018-08-09;551268;48;3;963579;Sloan;San Miguel;215 Stephen Drive;smacgilmartini7@columbia.edu
909022;2018-02-09;372939;43;1;5900049;Reindahl;Levoberezhnaya;7842 Annamark Way;cfolbiggi8@sina.com.cn
421480;2018-07-04;513655;55;3;8186357;Mendota;Santana;2233 Packers Hill;gproveri9@jugem.jp
824285;2018-04-05;959512;52;1;6091019;Gerald;Futuroscope;6489 Dorton Center;sattwellia@discuz.net
495439;2018-10-26;725101;18;4;1608688;Southridge;Yiqi;56 Arrowood Lane;tmarcoolynib@oracle.com
131434;2018-10-14;611929;21;1;6833136;Bluejay;Liuzhuang;75 Drewry Crossing;etrewekeic@booking.com
219140;2018-10-03;17876;35;4;6908978;Grim;San Antonio;217 Schlimgen Road;wmcclayid@symantec.com
958602;2018-03-21;705931;37;3;2639990;Cambridge;Jiubao;67 Armistice Parkway;wohenecanie@zdnet.com
975627;2017-12-09;922802;21;2;5139989;Nelson;Santa Cruz do Sul;20565 Saint Paul Drive;amattocksif@blogs.com
145694;2018-02-16;112745;59;3;2752302;Oriole;Rongkou;443 Rockefeller Alley;lchaffenig@msu.edu
927133;2018-07-27;573612;59;1;2791223;Sachs;Tsovazard;083 North Drive;csheahanih@infoseek.co.jp
644582;2018-11-20;511887;9;4;6717456;Petterle;Babagan;0414 Brickson Park Center;hbrinkmanii@globo.com
652628;2018-07-16;924633;13;3;9437521;Norway Maple;Novaya Igirma;2 Dayton Lane;uklimushevij@alibaba.com
844241;2018-07-24;75139;25;2;733628;Almo;Rato;6 Luster Pass;aattocik@google.com.hk
756107;2018-03-18;856090;8;1;7881067;Rutledge;Rubio;29961 Bowman Pass;lleffekil@bizjournals.com
836405;2017-12-29;131786;26;2;6264815;Pankratz;Johor Bahru;1 Clemons Pass;chuttenim@studiopress.com
472143;2018-01-06;548290;3;4;7658830;Karstens;Teutônia;87362 Alpine Hill;mempletonin@va.gov
